Sales_ID,Movie_ID,Release_Date,domestic_box_office,international_box_office,worldwide_box_office,P_budget,Opening_weekend,Theatre_count
16895,,06 19 2020,n/a,38355,38355,,70838207,4359
16896,,07 12 2019,n/a,,,,828,1
16897,,01 20 2012,40540,387275,427815,,31001870,3445
16898,,02 1 2019,14998027,366605,15364632,15000000,959329,207
16899,,06 6 2008,1503,,,,10414,1
16900,,12 22 2000,106807667,106613284,213420951,45000000,4043495,2551
16901,,03 24 2005,48478006,52814337,101292343,60000000,10148,5
16902,,04 6 2018,n/a,8554,8554,,,
16903,,03 13 2020,51032,2337552,2388584,,3648,1
16904,,08 10 2018,n/a,145131,145131,,,
16905,,01 23 2015,4706,,,,133154,4
16906,,03 24 2016,n/a,,,,8075111,1896
16907,,12 12 2014,n/a,863895,863895,5500000,1988351,291
16908,,06 20 2014,n/a,,,,8000,1
16909,,09 17 2020,n/a,622554,622554,,,
16910,,11 14 2014,n/a,,,,593,1
16911,,12 23 2011,10189,,,,,
16912,,09 30 2016,87242834,208744042,295986876,110000000,,
16913,,03 7 2008,12313694,2859259,15172953,,20048,33
16914,,12 29 2006,3005605,32885652,35891257,30000000,,
16915,,10 14 2016,n/a,3720532,3720532,,18000,1
16916,,07 29 2016,120880,,,,23171,18
16917,,08 5 2016,n/a,87127,87127,,,
16918,,11 25 2016,3500605,4267654,7768259,18000000,7539,1
16919,,09 16 2016,4611,134149,138760,,,
16920,,11 25 2016,n/a,1166,1166,,113301,6
16921,,10 4 2019,n/a,,,,46435,61
16922,,11 6 2015,1162653,7001396,8164049,,17844939,3115
16923,,06 26 2015,n/a,1517,1517,,1314,1
16924,,10 11 2018,n/a,5324020,5324020,,,
16925,,04 6 2018,n/a,135493,135493,,,
16926,,08 18 2021,n/a,,,,39670,60
16927,,04 12 2019,16649539,8740663,25390202,,1239,1
16928,,03 7 2014,n/a,,,,,
16929,,11 21 2016,n/a,7963688,7963688,,4318,11
16930,,04 14 2017,16405,,,,,
16931,,07 25 2008,29269,2968009,2997278,,16100,8
16932,,06 29 2018,n/a,1011406,1011406,,21065,1
16933,,08 15 2019,3660413,849006,4509419,,8757,9
16934,,09 30 2016,n/a,37834435,37834435,,156414,275
16935,,09 6 2013,n/a,,,,1600,10
16936,,07 14 2017,n/a,1021120,1021120,,10600112,3202
16937,,05 7 2021,87059,,,,2815,2
16938,,03 10 2000,60874615,45125385,106000000,90000000,6154984,2160
16939,,05 24 2000,215409889,334178627,549588516,120000000,,
16940,,05 5 2006,133501348,265886397,399387745,150000000,279457,4
16941,,07 27 2018,220159104,567017625,787176729,178000000,,
16942,,12 16 2011,209397903,485315327,694713230,145000000,30373794,3098
16943,,07 31 2015,195042377,493816615,688858992,150000000,,
16944,,10 29 2014,2120,,,,,
16945,,09 25 2015,130541,318100,448641,,,
16946,,03 28 2014,138991,109406,248397,,,
16947,,04 14 2017,n/a,6680,6680,,,
16948,,10 9 2019,130897,,,,,
16949,,01 1 2017,n/a,10739001,10739001,,2736,2
16950,,09 5 2008,60641,,,,,
16951,,05 2 2008,165831,,,,,
16952,,08 5 2010,110507,117039,227546,,,
16953,,08 14 2015,2500431,1632695,4133126,,97953,5
16954,,09 3 2021,n/a,21808,21808,,783,1
16955,,02 17 2021,n/a,3628031,3628031,,18508228,2820
16956,,01 25 2019,n/a,13133367,13133367,,,
16957,,03 11 2021,n/a,,,,,
16958,,05 22 2015,172860,712941,885801,,,
16959,,10 4 2019,n/a,3645910,3645910,,11407751,2579
16960,,11 26 2020,n/a,,,,6764,3
16961,,05 7 2015,n/a,1850,1850,,26887467,3017
16962,,08 23 2019,n/a,2252,2252,,5944,1
16963,,10 20 2017,n/a,15224207,15224207,,,
16964,,01 20 2017,n/a,1099,1099,,107907,6
16965,,01 1 2016,n/a,824548,824548,,2622,4
16966,,09 11 2020,n/a,59399,59399,,,
16967,,10 4 2019,n/a,29384,29384,,8602333,3004
16968,,07 17 2015,n/a,146556,146556,,19111,30
16969,,07 6 2012,n/a,3633141,3633141,,18132085,3603
16970,,02 5 2015,n/a,1618159,1618159,,13537,1
16971,,08 11 2011,n/a,1572300,1572300,,23624548,3833
16972,,09 24 2015,n/a,1480000,1480000,,,
16973,,04 18 2014,172010,7500000,7672010,,,
16974,,08 29 2018,n/a,2240000,2240000,,,
16975,,10 16 2015,n/a,100000,100000,,36302612,3121
16976,,12 19 2014,n/a,15994,15994,,6176280,1890
16977,,08 11 2017,n/a,1016,1016,,5877,3
16978,,11 23 2016,248757044,386208516,634965560,150000000,225894,18
16979,,04 28 2006,80301,501003,581304,425000,9055,4
16980,,12 13 2019,n/a,,,,6660234,2124
16981,,04 20 2018,449,,,,,
16982,,11 18 2016,n/a,661883,661883,,47528,2
16983,,09 1 2017,n/a,895818,895818,,42035,2
16984,,02 27 2013,n/a,9966193,9966193,,,
16985,,09 9 2005,409604,,,,2019083,369
16986,,05 28 2021,n/a,,,,542,1
16987,,03 1 2019,n/a,976,976,,7711,12
16988,,12 14 2018,n/a,4955,4955,,,
16989,,02 21 2019,n/a,1548450,1548450,,5504441,3020
16990,,10 29 2021,n/a,590000,590000,,,
16991,,02 7 2020,n/a,263617,263617,,,
16992,,04 27 2018,n/a,4154,4154,,20200,27
16993,,05 20 2021,n/a,3080,3080,,20100,3
16994,,05 13 2005,208507,,,,3998,1
16995,,08 1 2013,2340,9228,11568,,7263,10
16996,,06 16 2017,n/a,316,316,,2560,1
16997,,04 9 2020,24520,4181,28701,,,
16998,,08 6 2021,342598,29485355,29827953,,,
16999,,04 12 2017,n/a,2749865,2749865,,,
17000,,09 3 2020,n/a,74476,74476,,,
17001,,12 23 2016,n/a,10677009,10677009,,,
17002,,10 27 2000,1070000,,,,,
17003,,04 14 2018,n/a,394380,394380,,,
17004,,03 2 2018,n/a,,,,,
17005,,08 12 2016,1264339,416546,1680885,,,
17006,,12 13 2019,n/a,3659,3659,,,
17007,,01 22 2016,8253,960,9213,,,
17008,,01 8 2016,n/a,3097650,3097650,,11902,3
17009,,06 14 2016,129547,1759757,1889304,,,
17010,,08 15 2018,n/a,19469123,19469123,,,
17011,,09 3 2020,n/a,46154,46154,,,
17012,,07 27 2007,635733,155421,791154,21600000,,
17013,,12 7 2021,n/a,812765,812765,,5424,4
17014,,08 14 2015,n/a,27311,27311,,,
17015,,12 25 2017,28780744,24515680,53296424,30000000,3150,2
17016,,03 1 2013,n/a,,,,123839,482
17017,,11 26 2020,n/a,3204,3204,,,
17018,,09 23 2021,n/a,66055,66055,,,
17019,,07 7 2017,n/a,21535056,21535056,,,
17020,,01 19 2018,n/a,286313,286313,,9095,2
17021,,07 15 2016,n/a,3817,3817,,12064,1
17022,,03 14 2019,n/a,2373711,2373711,,,
17023,,10 25 2020,n/a,,,,,
17024,,08 20 2021,n/a,,,,,
17025,,09 16 2016,n/a,,,,13624,3
17026,,07 24 2015,n/a,390167,390167,,,
17027,,01 18 2008,98672,,,,,
17028,,01 23 2014,3498695,14037309,17536004,4900000,,
17029,,12 29 2017,n/a,5181844,5181844,,,
17030,,05 9 2014,10429707,107634,10537341,5000000,,
17031,,06 11 2021,n/a,567,567,,,
17032,,12 4 2015,n/a,,,,,
17033,,07 27 2017,n/a,79659,79659,,,
17034,,03 15 2019,n/a,4716373,4716373,,6747,1
17035,,11 1 2019,n/a,4128789,4128789,,,
17036,,09 30 2020,n/a,2294633,2294633,,,
17037,,08 2 2019,n/a,778797,778797,,,
17038,,05 10 2017,6984,3197525,3204509,,,
17039,,04 5 2019,n/a,5459632,5459632,,,
17040,,06 1 2018,n/a,2080679,2080679,,3072,1
17041,,01 15 2016,n/a,227808,227808,,113708,28
17042,,07 13 2007,1422461,7783474,9205935,,,
17043,,07 27 2017,n/a,23672,23672,,,
17044,,10 19 2012,21456,47388,68844,,,
17045,,06 30 2017,n/a,2513124,2513124,,,
17046,,08 12 2015,54114,6659487,6713601,,,
17047,,07 20 2018,n/a,45233,45233,,,
17048,,12 19 2003,63803100,77402069,141205169,65000000,,
17049,,09 27 2019,n/a,21107,21107,,,
17050,,01 1 2016,n/a,,,,,
17051,,04 16 2021,30932,,,,,
17052,,07 25 2003,146402,,,4000000,,
17053,,05 20 2021,n/a,126862,126862,,,
17054,,03 23 2005,209618,2596915,2806533,,,
17055,,04 10 2020,4470,,,,,
17056,,09 29 2017,n/a,133213,133213,,,
17057,,05 12 2017,n/a,3040,3040,,,
17058,,09 6 2013,77619,,,,29581355,3116
17059,,05 13 2016,41012075,52454020,93466095,27000000,,
17060,,09 23 2011,75605492,35695343,111300835,50000000,37924,124
17061,,08 18 2017,n/a,1980,1980,,,
17062,,01 9 2020,n/a,36121,36121,,22632,2
17063,,06 6 2008,5705761,21441588,27147349,18000000,23832,4
17064,,05 16 2013,n/a,12116647,12116647,,,
17065,,04 30 2004,1182372,,,,3234,3
17066,,04 6 2017,n/a,10606,10606,,5901,1
17067,,11 21 2014,45938,,,,,
17068,,09 30 2016,n/a,50935,50935,,,
17069,,04 2 2021,n/a,17692630,17692630,,33052411,2948
17070,,04 17 2015,16432322,727208,17159530,,4195,1
17071,,09 21 2018,n/a,5484138,5484138,,5772,5
17072,,01 22 2016,n/a,,,,10497,3
17073,,12 8 2006,36875,,,,,
17074,,02 23 2001,5409517,,,75000000,3151,1
17075,,06 30 2017,n/a,539,539,,2746312,2002
17076,,10 13 2017,n/a,,,,5951409,2776
17077,,03 11 2011,21527,,,,14030,1
17078,,04 21 2017,n/a,424621,424621,,51493,5
17079,,09 13 2019,406473,1607936,2014409,2000000,1282973,260
17080,,06 6 2003,n/a,1094,1094,,10548,8
17081,,10 26 2018,67475,652,68127,,13871,5
17082,,12 9 2021,n/a,497605,497605,,16000,15
17083,,12 2 2016,n/a,23826,23826,,3058,1
17084,,03 10 2017,n/a,2723543,2723543,,19030,5
17085,,02 13 2004,2824365,6739202,9563567,,,
17086,,05 11 2018,n/a,3131371,3131371,,60853,4
17087,,10 28 2011,3371810,21448091,24819901,,,
17088,,01 21 2005,37757,,,,3000,1
17089,,12 15 2017,n/a,93721,93721,,,
17090,,02 22 2002,13876974,13148626,27025600,1200000,,
17091,,12 24 2003,34469210,29731111,64200321,5000000,,
17092,,05 17 2019,n/a,748,748,,7361,2
17093,,06 9 2017,n/a,1459015,1459015,,,
17094,,04 10 2009,113132,,,,,
17095,,10 15 2021,n/a,3206553,3206553,,,
17096,,07 21 2006,73661010,67606360,141267370,75000000,,
17097,,12 18 2020,15162470,29295751,44458221,60000000,848,1
17098,,11 2 2018,n/a,,,,,
17099,,05 23 2020,n/a,,,,,
17100,,11 6 2020,n/a,1150799,1150799,,1452,1
17101,,10 5 2018,n/a,3249907,3249907,,,
17102,,01 13 2016,33370166,28272632,61642798,125000000,,
17103,,05 13 2005,82931301,73000000,155931301,45000000,,
17104,,10 29 2010,237301,5402429,5639730,500000,,
17105,,09 28 2018,500101,10886,510987,,,
17106,,12 26 2001,31273922,12492541,43766463,4000000,1944,1
17107,,06 21 2013,268488329,474967481,743455810,200000000,,
17108,,03 27 2009,198351526,183335854,381687380,175000000,3775596,2812
17109,,11 2 2001,290149425,270334294,560483719,115000000,8934,2
17110,,04 17 2015,n/a,52750,52750,,40049778,3654
17111,,12 9 2016,n/a,4706057,4706057,,54920,25
17112,,11 20 2015,n/a,26540,26540,,,
17113,,07 1 2011,23186769,16500000,39686769,20000000,2805754,1749
17114,,03 19 2021,n/a,296816,296816,,4248465,1510
17115,,01 17 2020,n/a,,,,144435,45
17116,,07 20 2014,n/a,2215461,2215461,,36414,19
17117,,09 18 2020,n/a,2187,2187,,31725652,2949
17118,,07 22 2005,1430,,,,17583,5
17119,,08 5 2016,n/a,383,383,,6220935,1827
17120,,12 20 2020,n/a,,,,48023,4
17121,,08 5 2016,n/a,362,362,,16328506,3520
17122,,06 4 2021,n/a,,,,524698,205
17123,,09 24 2004,2227,,,,12230,1
17124,,03 20 2015,n/a,10520,10520,,4482,1
17125,,07 14 2000,7284,,,,229685,8
17126,,10 15 2004,214605,146780,361385,,2926,3
17127,,06 12 2009,5010163,5665910,10676073,5000000,2377,1
17128,,09 1 2017,n/a,3620,3620,,268835,29
17129,,04 22 2021,n/a,21875,21875,,21733,4
17130,,12 1 2000,3527,,,,,
17131,,02 13 2007,n/a,,,,2188199,1684
17132,,06 24 2021,n/a,1958224,1958224,,34610,5
17133,,10 19 2007,37895,,,,866,2
17134,,10 21 2016,27854931,37302208,65157139,1500000,1348,1
17135,,05 19 2006,51570,,,,,
17136,,09 27 2002,6830957,,,21000000,1705577,550
17137,,04 23 2021,n/a,620000,620000,,24354,6
17138,,09 13 2019,33841,,,,4441356,2750
17139,,05 25 2012,45512466,23335980,68848446,16000000,2574,10
17140,,01 15 2016,n/a,189033,189033,,,
17141,,01 13 2017,n/a,34928,34928,,136148,39
17142,,05 1 2019,n/a,,,,207042,4
17143,,05 29 2016,n/a,,,,3263,1
17144,,10 1 2021,n/a,35949,35949,,11647,4
17145,,06 1 2016,n/a,707596,707596,,5300,2
17146,,02 11 2011,362239,10000,372239,1500000,70467623,3933
17147,,11 3 2015,n/a,,,,64661,3
17148,,10 2 2009,950675,9712,960387,,,
17149,,06 24 2016,n/a,270000,270000,,39128715,3245
17150,,02 3 2012,n/a,,,,2650,1
17151,,06 12 2012,78324,8165747,8244071,,28094014,3016
17152,,05 2 2014,1677,,,,,
17153,,01 22 2016,n/a,43328,43328,,6015,4
17154,,11 24 2017,n/a,22846,22846,,11836705,2815
17155,,09 2 2016,3915251,3383535,7298786,8000000,48422,6
17156,,10 15 2020,n/a,90872,90872,,29214,13
17157,,03 26 2020,n/a,18552,18552,,,
17158,,10 6 2017,n/a,40460,40460,,,
17159,,12 12 2003,n/a,,,,58940,3
17160,,09 27 2013,4029,,,,,
17161,,11 10 2010,31011732,28783338,59795070,40000000,3367,1
17162,,10 17 2008,275093,,,,3168,2
17163,,08 20 2020,n/a,191,191,,5683280,1520
17164,,10 4 2019,n/a,936747,936747,,13107022,3225
17165,,04 8 2011,4029,,,,12419,2
17166,,08 19 2016,91151,,,,22278,10
17167,,05 20 2021,n/a,29519,29519,,,
17168,,11 28 2014,n/a,3350943,3350943,12500000,151393,24
17169,,10 22 2020,n/a,147,147,,12525075,2564
17170,,12 14 2018,15951040,69529231,85480271,100000000,10304,1
17171,,04 23 2021,42326031,41182338,83508369,55000000,10700,1
17172,,01 23 2015,7696134,22700000,30396134,60000000,31418,9
17173,,04 26 2013,n/a,,,,3687,2
17174,,08 15 2019,n/a,172220,172220,,891,1
17175,,12 20 2002,267194,,,6000000,18561337,3606
17176,,12 27 2018,n/a,5728962,5728962,,79611,9
17177,,12 21 2016,n/a,12698,12698,,6658,1
17178,,11 27 2020,n/a,,,,330246,64
17179,,10 14 2016,n/a,55379,55379,,23518,22
17180,,04 22 2021,n/a,1430,1430,,9913,10
17181,,12 10 2019,n/a,521199,521199,,48159,8
17182,,07 9 2021,n/a,54,54,,6800,1
17183,,08 3 2012,n/a,,,,3241,1
17184,,03 6 2020,n/a,18504,18504,,2181,1
17185,,07 6 2018,n/a,,,,,
17186,,05 7 2020,n/a,,,,4470,2
17187,,11 3 2017,n/a,6596,6596,,53789,5
17188,,10 15 2021,n/a,47396,47396,,63361,6
17189,,05 13 2016,n/a,,,,4279,1
17190,,05 1 2018,n/a,,,,16769,1
17191,,12 6 2019,n/a,,,,,
17192,,08 16 2002,4160475,251673,4412148,,214,1
17193,,01 13 2017,4046,,,,14756850,2729
17194,,11 3 2016,n/a,2948,2948,,2402,1
17195,,09 23 2011,n/a,23442024,23442024,,3671,1
17196,,08 3 2018,n/a,696285,696285,,102118668,4105
17197,,10 23 2020,n/a,93949,93949,,108966307,4234
17198,,07 3 2020,n/a,1123459,1123459,,19610304,3022
17199,,05 7 2010,1110509,5426670,6537179,7000000,33627598,3056
17200,,05 4 2019,3919,,,,266162,9
17201,,09 13 2013,157937,,,,,
17202,,09 15 2017,17800004,24731072,42531076,30000000,5363,1
17203,,04 29 2016,32492859,19874163,52367022,25000000,20298,2
17204,,05 1 2020,n/a,,,,22089322,3102
17205,,10 23 2009,93388,630000,723388,10000000,3832,1
17206,,03 25 2021,n/a,813201,813201,,478,1
17207,,09 8 2017,n/a,,,,7043,1
17208,,11 1 2019,9277736,9200000,18477736,26000000,16468,7
17209,,05 6 2016,n/a,,,,23373102,3074
17210,,05 4 2012,n/a,,,,45816,21
17211,,04 15 2016,n/a,872900,872900,,,
17212,,06 29 2018,n/a,837,837,,,
17213,,11 15 2019,n/a,22145,22145,,136046,8
17214,,09 12 2017,n/a,,,,32598,3
17215,,10 14 2016,n/a,4135,4135,,3408,1
17216,,04 1 2016,n/a,776,776,,60513,3
17217,,12 30 2016,n/a,21148,21148,,13861,18
17218,,01 12 2018,n/a,31850,31850,,5503519,3008
17219,,08 12 2016,n/a,19308,19308,,10713,14
17220,,09 24 2004,89594,,,,2832,1
17221,,02 14 2016,n/a,2002591,2002591,,,
17222,,05 18 2001,57386369,121813167,179199536,53000000,32442,2
17223,,05 11 2017,364429,633224,997653,,,
17224,,05 25 2016,n/a,98059,98059,,3648,1
17225,,01 29 2016,n/a,,,,,
17226,,12 7 2018,n/a,,,,30246,2
17227,,10 22 2019,n/a,,,,981,1
17228,,05 19 2006,2150,,,,1686347,299
17229,,05 31 2019,n/a,,,,3506602,707
17230,,03 20 2014,n/a,,,,3958,1
17231,,01 25 2012,8840453,22324294,31164747,10000000,,
17232,,10 30 2020,n/a,3474150,3474150,,,
17233,,09 14 2007,42538,,,,,
17234,,09 12 2008,40864,,,,2421,1
17235,,11 29 2018,n/a,,,,,
17236,,02 19 2016,n/a,54138,54138,,24775,1
17237,,05 31 2018,n/a,52631,52631,,9360020,2769
17238,,10 3 2018,31971,,,,,
17239,,04 14 2006,27000,,,,244183,92
17240,,08 10 2018,n/a,93598,93598,,,
17241,,09 17 2004,21800302,26994,21827296,30000000,39225962,3827
17242,,12 8 2000,n/a,,,,2346,1
17243,,04 25 2003,n/a,12743,12743,,588938,226
17244,,06 10 2005,186336279,299787811,486124090,110000000,7438,2
17245,,11 25 2021,n/a,41224,41224,,20042,2
17246,,08 24 2007,33302167,201679175,234981342,25000000,8726,2
17247,,08 24 2018,n/a,187922,187922,,,
17248,,11 9 2007,5713,,,,39685,3
17249,,06 1 2007,28476219,17512793,45989012,,2501,1
17250,,11 20 2015,n/a,1256,1256,,10601862,2214
17251,,07 6 2018,n/a,4053,4053,,6018,2
17252,,05 3 2017,8303,,,,10269,4
17253,,09 16 2016,685780,,,8000000,6352,1
17254,,06 28 2002,126293452,44976083,171269535,50000000,36063385,3503
17255,,10 28 2016,356255,25048315,25404570,,5676,1
17256,,02 1 2016,173994,472065,646059,,186995,33
17257,,05 11 2018,n/a,1713,1713,,101298,34
17258,,01 22 2021,n/a,4325,4325,,3821,1
17259,,07 17 2015,17737646,11241075,28978721,,13540486,2968
17260,,05 2 2014,n/a,,,,8284989,1831
17261,,11 1 2019,n/a,2303094,2303094,,6743,2
17262,,09 8 2017,n/a,2518,2518,,7430,3
17263,,12 8 2006,n/a,,,,6528,1
17264,,05 17 2019,n/a,43984,43984,,6498,1
17265,,10 27 2017,n/a,51485,51485,,5760,1
17266,,11 16 2007,32061555,36130088,68191643,,16025,15
17267,,01 25 2019,n/a,13829,13829,,43040,4
17268,,02 8 2016,n/a,5256007,5256007,,2674,1
17269,,06 3 2011,n/a,13302,13302,,3678,2
17270,,11 1 2012,3622,18632,22254,46500000,28234,9
17271,,03 7 2014,111506430,158300000,269806430,145000000,,
17272,,11 7 2013,1714,922721,924435,,378,1
17273,,06 17 2011,68224452,121400000,189624452,55000000,,
17274,,04 8 2016,34694,795680,830374,,,
17275,,10 27 2017,n/a,,,,128122480,4380
17276,,06 21 2002,1583,,,,,
17277,,11 12 2020,n/a,2574,2574,,,
17278,,11 8 2019,n/a,,,,2161460,534
17279,,12 19 2014,3958546,21228480,25187026,14000000,,
17280,,10 26 2007,103590,,,,,
17281,,09 14 2007,25799486,7235759,33035245,,13385,18
17282,,04 17 2015,44995,3200000,3244995,,,
17283,,12 2 2005,18516,,,,69700,26
17284,,11 10 2017,n/a,35929,35929,,14236,6
17285,,06 27 2014,n/a,31344256,31344256,,,
17286,,12 9 2005,11036366,16800000,27836366,20000000,42968,3
17287,,07 23 2019,n/a,1948633,1948633,,811166,4
17288,,11 25 2005,1717595,2200000,3917595,,,
17289,,11 15 2018,n/a,8409,8409,,45038460,3470
17290,,09 6 2019,80657,,,,501290,152
17291,,10 30 2015,n/a,13971,13971,,25601865,3260
17292,,02 20 2015,n/a,13082,13082,,,
17293,,10 7 2016,n/a,1798,1798,,28875635,3090
17294,,07 2 2021,n/a,5332,5332,,,
17295,,10 26 2018,n/a,300158,300158,,,
17296,,04 27 2018,n/a,56235548,56235548,,,
17297,,12 8 2020,n/a,62460000,62460000,,,
17298,,07 9 2021,n/a,36094,36094,,,
17299,,11 19 2021,n/a,6733,6733,,344500,117
17300,,07 28 2017,758868,12108269,12867137,,,
17301,,06 7 2013,4328850,,,,,
17302,,09 25 2015,n/a,982018,982018,,44542,3
17303,,12 15 2017,n/a,643281,643281,,3889,9
17304,,01 2 2015,n/a,15301749,15301749,,,
17305,,12 6 2019,n/a,6521465,6521465,,,
17306,,03 13 2015,n/a,,,,291,1
17307,,04 26 2013,21590086,9966873,31556959,10000000,43639736,4046
17308,,05 6 2016,n/a,6810,6810,,,
17309,,10 5 2018,n/a,6939,6939,,,
17310,,09 15 2014,n/a,,,,10177257,3160
17311,,11 17 2017,n/a,53559,53559,10000000,1557,2
17312,,05 10 2019,n/a,11759,11759,,,
17313,,03 8 2019,n/a,1317,1317,,17118745,2507
17314,,05 24 2019,n/a,7423,7423,,18837,3
17315,,07 23 2010,7924,,,,,
17316,,08 31 2012,101911,,,,,
17317,,11 3 2017,150532,7014045,7164577,,,
17318,,04 1 2005,161434,,,,,
17319,,10 28 2016,n/a,1440044,1440044,,45000,50
17320,,10 28 2016,n/a,1296433,1296433,,79110453,3912
17321,,11 6 2015,n/a,619,619,,,
17322,,11 8 2019,n/a,732,732,,11165,2
17323,,10 28 2016,n/a,2380,2380,,34362,1
17324,,12 1 2017,n/a,2,2,,3792,3
17325,,01 18 2019,n/a,2806,2806,,94784,8
17326,,08 9 2002,285000,,,,18006064,3241
17327,,07 30 2004,833648,,,,1343537,441
17328,,11 27 2015,n/a,124078,124078,,4956,1
17329,,01 12 2018,n/a,2116692,2116692,,1014099,261
17330,,05 24 2019,n/a,374940,374940,,50823,46
17331,,04 19 2018,n/a,36243,36243,,,
17332,,11 11 2016,n/a,1574,1574,,1200,1
17333,,11 30 2018,n/a,31424,31424,,142899,4
17334,,02 5 2005,n/a,,,,3921,1
17335,,04 12 2002,10106,,,,347925,14
17336,,05 15 2019,n/a,87574,87574,,10800,2
17337,,09 12 2018,n/a,5468601,5468601,,12091,10
17338,,07 6 2018,n/a,321555,321555,,29002002,3059
17339,,10 8 2001,7219578,13560990,20780568,15000000,20526,3
17340,,08 3 2018,n/a,45746,45746,,6004219,2033
17341,,06 15 2017,n/a,261020,261020,,10590244,1808
17342,,10 3 2017,n/a,,,,,
17343,,09 29 2016,n/a,,,,54556,146
17344,,06 23 2018,n/a,106280,106280,,3672366,1514
17345,,12 3 2020,n/a,60195,60195,,6690,1
17346,,12 2 2021,n/a,59622,59622,,1955,10
17347,,07 19 2018,n/a,110919,110919,,,
17348,,12 22 2017,n/a,56677,56677,,2418,1
17349,,01 5 2018,n/a,103291,103291,,18102,1
17350,,01 19 2018,n/a,94548,94548,,,
17351,,02 2 2018,n/a,102847,102847,,43013,4
17352,,02 17 2018,n/a,89696,89696,,,
17353,,03 3 2018,n/a,157670,157670,,,
17354,,03 17 2018,n/a,100701,100701,,152535747,4137
17355,,03 31 2018,n/a,52376,52376,,,
17356,,04 14 2018,n/a,62788,62788,,,
17357,,04 28 2018,n/a,52940,52940,,30180188,3749
17358,,05 10 2018,n/a,44211,44211,,,
17359,,05 25 2018,n/a,103514,103514,,87475,24
17360,,08 18 2018,n/a,118394,118394,,,
17361,,06 17 2021,n/a,78602,78602,,21051363,3055
17362,,07 15 2021,n/a,87896,87896,,11287,5
17363,,10 7 2021,n/a,85868,85868,,20568,10
17364,,07 20 2019,n/a,194481,194481,,,
17365,,08 17 2019,n/a,152849,152849,,1273,1
17366,,09 14 2019,n/a,93970,93970,,58240,13
17367,,09 28 2019,n/a,93867,93867,,2671,1
17368,,10 12 2019,n/a,101849,101849,,12608,5
17369,,10 26 2019,n/a,107761,107761,,19176,2
17370,,11 9 2019,n/a,101140,101140,,,
17371,,11 23 2019,n/a,90734,90734,,10489,4
17372,,12 7 2019,n/a,,,,1284,2
17373,,12 21 2019,n/a,40284,40284,,916179,482
17374,,01 4 2020,n/a,64781,64781,,,
17375,,02 1 2020,n/a,73218,73218,,37675,5
17376,,02 13 2020,n/a,108533,108533,,43990,4
17377,,02 29 2020,n/a,78045,78045,,,
17378,,03 14 2020,n/a,40190,40190,,,
17379,,02 25 2021,n/a,62588,62588,,,
17380,,03 25 2021,n/a,134744,134744,,147,2
17381,,04 22 2021,n/a,33713,33713,,,
17382,,05 27 2021,n/a,112281,112281,,2433,1
17383,,08 12 2021,n/a,105175,105175,,2116,2
17384,,09 9 2021,n/a,45959,45959,,55761,4
17385,,11 4 2021,n/a,54308,54308,,,
17386,,12 31 2021,n/a,77077,77077,,,
17387,,10 13 2018,n/a,107037,107037,,14910105,2602
17388,,10 27 2018,n/a,113949,113949,,4200586,2648
17389,,11 10 2018,n/a,138157,138157,,14404,14
17390,,11 24 2018,n/a,106847,106847,,237264,4
17391,,12 8 2018,n/a,101015,101015,,,
17392,,12 22 2018,n/a,100689,100689,,,
17393,,01 5 2019,n/a,39211,39211,,,
17394,,01 20 2019,n/a,98409,98409,,,
17395,,02 16 2019,n/a,91246,91246,,20649306,3003
17396,,03 2 2019,n/a,89255,89255,,2538,10
17397,,03 16 2019,n/a,98393,98393,,,
17398,,03 30 2019,n/a,103055,103055,,53008,4
17399,,04 13 2019,n/a,85249,85249,,,
17400,,04 27 2019,n/a,69376,69376,,586028,111
17401,,05 9 2019,n/a,64488,64488,,,
17402,,05 25 2019,n/a,126095,126095,,,
17403,,06 22 2019,n/a,136569,136569,,,
17404,,09 15 2018,n/a,81626,81626,,12741176,2451
17405,,10 7 2018,n/a,100048,100048,,9823,4
17406,,12 31 2020,n/a,113805,113805,,,
17407,,01 28 2021,n/a,84974,84974,,,
17408,,05 7 2010,29731,,,,,
17409,,11 12 2021,n/a,,,,2002863,2573
17410,,07 20 2018,n/a,2772,2772,,,
17411,,04 5 2016,n/a,91756,91756,,,
17412,,08 22 2008,13588,,,,,
17413,,08 22 2003,n/a,39327,39327,,,
17414,,11 4 2016,n/a,11308,11308,,,
17415,,02 1 2013,37731,,,,,
17416,,04 3 2021,n/a,,,,,
17417,,04 19 2018,n/a,147650,147650,,4461,2
17418,,06 24 2016,n/a,3979,3979,,24727437,3391
17419,,06 27 2013,n/a,,,,,
17420,,06 14 2019,n/a,8347,8347,,,
17421,,07 12 2019,n/a,11064,11064,,,
17422,,08 21 2015,n/a,32331,32331,,9169779,2540
17423,,11 22 2019,n/a,,,,753520,745
17424,,03 18 2016,n/a,65708,65708,,49100158,3778
17425,,02 6 2015,n/a,14534046,14534046,17000000,,
17426,,09 30 2011,266688,,,,58536,6
17427,,12 23 2005,47379090,84113682,131492772,75000000,173641,10
17428,,07 21 2017,64949,4937340,5002289,,1982,1
17429,,02 17 2017,n/a,104579,104579,,8411,2
17430,,11 24 2021,n/a,17026,17026,,22823,1
17431,,05 29 2009,7001,,,,351887,62
17432,,03 21 2014,51178893,28133408,79312301,55000000,2605,1
17433,,11 11 2016,n/a,524,524,,,
