Award_ID;Movie_ID;Title;Award
6393;6393;Paranoia;
6394;6394;Paranoid Park;#19BestMovieof2008
6395;6395;Paranormal Activity;#10MostDiscussedMovieof2009 , #40MostSharedMovieof2009
6396;6396;Paranormal Activity 2;#37MostDiscussedMovieof2010
6397;6397;Paranormal Activity 3;#60MostDiscussedMovieof2011
6398;6398;Paranormal Activity 4;#70MostDiscussedMovieof2012
6399;6399;Paranormal Activity: Next of Kin;
6400;6400;Paranormal Activity: The Ghost Dimension;
6401;6401;Paranormal Activity: The Marked Ones;#85MostDiscussedMovieof2014
6402;6402;ParaNorman;#67MostDiscussedMovieof2012 , #78MostSharedMovieof2012
6403;6403;Parasite;#1BestMovieof2019 , #11MostDiscussedMovieof2019 , #48MostSharedMovieof2019
6404;6404;Parched;
6405;6405;Parental Guidance;
6406;6406;Pariah;#44BestMovieof2011
6407;6407;Paris;
6408;6408;Paris 05:59: Théo & Hugo;
6409;6409;Paris 36;
6410;6410;Paris Can Wait;
6411;6411;Paris Countdown;
6412;6412;Paris, je t'aime;
6413;6413;Paris-Manhattan;
6414;6414;Parked;
6415;6415;Parker;#96MostSharedMovieof2013
6416;6416;Parkland;
6417;6417;Particle Fever;#17BestMovieof2014
6418;6418;Particles of Truth;
6419;6419;Partisan;
6420;6420;Party Monster;
6421;6421;Pasolini;
6422;6422;Pass Over;
6423;6423;Passengers;#32MostSharedMovieof2008
6424;6424;Passengers;#22MostDiscussedMovieof2016 , #36MostSharedMovieof2016
6425;6425;Passing;#35BestMovieof2021
6426;6426;Passing Strange;#15BestMovieof2009
6427;6427;Passion;
6428;6428;Passion of Mind;
6429;6429;Passion Play;
6430;6430;Passionada;
6431;6431;Passione;
6432;6432;Past Life;
6433;6433;Patema Inverted;
6434;6434;Paterson;#9BestMovieof2016
6435;6435;Path of Blood;
6436;6436;Pathfinder;
6437;6437;Pathology;
6438;6438;Paths of the Soul;#8BestMovieof2016
6439;6439;Patience (After Sebald);#70BestMovieof2012
6440;6440;Patrick;
6441;6441;Patrik Age 1.5;
6442;6442;Patriots Day;
6443;6443;Patti Cake$;
6444;6444;Patti Smith: Dream of Life;
6445;6445;Paul;#42MostDiscussedMovieof2011 , #69MostSharedMovieof2011
6446;6446;Paul Blart: Mall Cop;#41MostDiscussedMovieof2009 , #35MostSharedMovieof2009
6447;6447;Paul Blart: Mall Cop 2;#52MostDiscussedMovieof2015
6448;6448;Paul Goodman Changed My Life;
6449;6449;Paul Verhoeven's Tricked;
6450;6450;Paul Williams Still Alive;
6451;6451;Paul, Apostle of Christ;#86MostSharedMovieof2018
6452;6452;Pauline and Paulette;#99BestMovieof2002
6453;6453;Paulo Coelho's Best Story;
6454;6454;Pavarotti;
6455;6455;Pavilion;#64BestMovieof2013
6456;6456;Pavilion of Women;
6457;6457;Paw Patrol: The Movie;
6458;6458;Pawn Sacrifice;
6459;6459;Pawn Shop Chronicles;
6460;6460;Pay It Forward;#75MostDiscussedMovieof2000 , #51MostSharedMovieof2000
6461;6461;Pay the Ghost;
6462;6462;Payback;
6463;6463;Paycheck;#42MostDiscussedMovieof2003 , #95MostSharedMovieof2003
6464;6464;Peace Officer;
6465;6465;Peace, Love, & Misunderstanding;
6466;6466;Peace, Propaganda & the Promised Land;
6467;6467;Peaceful Warrior;
6468;6468;Pearl Harbor;#23MostDiscussedMovieof2001 , #31MostSharedMovieof2001
6469;6469;Pearl Jam Twenty;
6470;6470;Peau d'homme coeur de bête;
6471;6471;Peep World;
6472;6472;Peeples;
6473;6473;Peepli Live;
6474;6474;Pee-wee's Big Holiday;
6475;6475;Peggy Guggenheim: Art Addict;
6476;6476;Pelé: Birth of a Legend;
6477;6477;Pelican Dreams;
6478;6478;Pellet;#97BestMovieof2002
6479;6479;Penance;
6480;6480;Penelope;
6481;6481;Penguin Bloom;
6482;6482;Penguins;
6483;6483;Penguins of Madagascar;#98MostDiscussedMovieof2014
6484;6484;People I Know;
6485;6485;People Like Us;
6486;6486;People Places Things;
6487;6487;People Say I'm Crazy;
6488;6488;People's Republic of Desire;
6489;6489;Peppermint;#94MostDiscussedMovieof2018
6490;6490;Percy Jackson & the Olympians: The Lightning Thief;#28MostDiscussedMovieof2010 , #46MostSharedMovieof2010
6491;6491;Percy Jackson: Sea of Monsters;#70MostDiscussedMovieof2013 , #92MostSharedMovieof2013
6492;6492;Percy Vs Goliath;
6493;6493;Perfect;
6494;6494;Perfect Sense;#68MostSharedMovieof2012
6495;6495;Perfect Sisters;
6496;6496;Perfect Stranger;#56MostSharedMovieof2007
6497;6497;Perfect Strangers (Perfectos Desconocidos);
6498;6498;Perfume: The Story of a Murderer;#83MostDiscussedMovieof2006 , #15MostSharedMovieof2006
6499;6499;Perlasca: The Courage of a Just Man;
6500;6500;Permission;
6501;6501;Perrier's Bounty;
6502;6502;Persecuted;
6503;6503;Persepolis;#6BestMovieof2007 , #79MostDiscussedMovieof2007 , #95MostSharedMovieof2007
6504;6504;Person to Person;
6505;6505;Personal Shopper;
6506;6506;Personal Velocity: Three Portraits;#95BestMovieof2002
6507;6507;Persons of Interest;
6508;6508;Pervert Park;#60BestMovieof2016
6509;6509;Pet;
6510;6510;Pet Sematary;#49MostDiscussedMovieof2019 , #19MostSharedMovieof2019
6511;6511;Pete Seeger: The Power of Song;#30BestMovieof2007
6512;6512;Peter and the Farm;#61BestMovieof2016
6513;6513;Peter and Vandy;
6514;6514;Peter Pan;#54MostDiscussedMovieof2003 , #60MostSharedMovieof2003
6515;6515;Peter Rabbit;#38MostSharedMovieof2018
6516;6516;Peter Rabbit 2: The Runaway;
6517;6517;Peterloo;
6518;6518;Pete's Dragon;
6519;6519;Petite Maman;#4BestMovieof2021
6520;6520;PG: Psycho Goreman;
6521;6521;Phantasm: Ravager;
6522;6522;Phantom;
6523;6523;Phantom;
6524;6524;Phantom Boy;
6525;6525;Phantom Halo;
6526;6526;Phantom Thread;#8BestMovieof2017 , #49MostDiscussedMovieof2017 , #30MostSharedMovieof2017
6527;6527;Phat Girlz;
6528;6528;Phil;
6529;6529;Phil Ochs: There But for Fortune;#95BestMovieof2011
6530;6530;Philip Roth: Unmasked;
6531;6531;Philomena;#75BestMovieof2013
6532;6532;Phoebe in Wonderland;
6533;6533;Phoenix;#14BestMovieof2015
6534;6534;Phoenix, Oregon;
6535;6535;Phone Booth;#30MostDiscussedMovieof2003
6536;6536;Photograph;
6537;6537;Photographic Memory;#45BestMovieof2012
6538;6538;Phyllis and Harold;
6539;6539;Piñero;
6540;6540;Pianomania;
6541;6541;Picasso and Braque Go to the Movies;
6542;6542;Pick of the Litter;
6543;6543;Pieces of a Woman;#83MostDiscussedMovieof2020
6544;6544;Pieces of April;#99BestMovieof2003
6545;6545;Piercing;
6546;6546;Pierrepoint;
6547;6547;Pieta;
6548;6548;Pig;#65BestMovieof2021 , #50MostDiscussedMovieof2021
6549;6549;Piglet's Big Movie;
6550;6550;Pilgrimage;
6551;6551;Pin Cushion;
6552;6552;Pina;#25BestMovieof2011
6553;6553;Pineapple Express;#24MostDiscussedMovieof2008 , #80MostSharedMovieof2008
6554;6554;Ping Pong;
6555;6555;Ping Pong Playa;
6556;6556;Ping Pong Summer;
6557;6557;Pink Ribbons, Inc.;
6558;6558;Pink Wall;
6559;6559;Pinocchio;
6560;6560;Pinocchio;
6561;6561;Pioneer;
6562;6562;Pipe Dream;
6563;6563;Piranha 3-D;#46MostDiscussedMovieof2010 , #66MostSharedMovieof2010
6564;6564;Piranha 3DD;#84MostDiscussedMovieof2012 , #94MostSharedMovieof2012
6565;6565;Piranhas;
6566;6566;Pirate Radio;#97MostDiscussedMovieof2009
6567;6567;Pirates of the Caribbean: At World's End;#8MostDiscussedMovieof2007 , #21MostSharedMovieof2007
6568;6568;Pirates of the Caribbean: Dead Man's Chest;#5MostDiscussedMovieof2006 , #35MostSharedMovieof2006
6569;6569;Pirates of the Caribbean: Dead Men Tell No Tales;#28MostDiscussedMovieof2017 , #21MostSharedMovieof2017
6570;6570;Pirates of the Caribbean: On Stranger Tides;#13MostDiscussedMovieof2011 , #54MostSharedMovieof2011
6571;6571;Pirates of the Caribbean: The Curse of the Black Pearl;#3MostDiscussedMovieof2003 , #23MostSharedMovieof2003
6572;6572;Pistol Opera;#53BestMovieof2003
6573;6573;Pitch Black;#7MostDiscussedMovieof2000 , #57MostSharedMovieof2000
6574;6574;Pitch Perfect;#58MostDiscussedMovieof2012 , #18MostSharedMovieof2012
6575;6575;Pitch Perfect 2;#54MostDiscussedMovieof2015
6576;6576;Pitch Perfect 3;#97MostDiscussedMovieof2017
6577;6577;Pixels;#23MostDiscussedMovieof2015 , #82MostSharedMovieof2015
6578;6578;Pixie;
6579;6579;Pizza;
6580;6580;Place Vendôme;#60BestMovieof2000
6581;6581;Plagues and Pleasures on the Salton Sea;
6582;6582;Plan B;
6583;6583;Planes;#84MostDiscussedMovieof2013 , #65MostSharedMovieof2013
6584;6584;Planes: Fire & Rescue;
6585;6585;Planet 51;#85MostDiscussedMovieof2009
6586;6586;Planet B-Boy;
6587;6587;Planet Earth: Dreams;
6588;6588;Planet of Snail;#95BestMovieof2012
6589;6589;Planet of the Apes;#28MostDiscussedMovieof2001 , #41MostSharedMovieof2001
6590;6590;Planetarium;
6591;6591;Plastic;
6592;6592;Play the Game;
6593;6593;Playing for Keeps;
6594;6594;Playing It Cool;
6595;6595;Playing with Fire;
6596;6596;Playing with Sharks;
6597;6597;Playmobil: The Movie;
6598;6598;Please Give;#46BestMovieof2010 , #97MostSharedMovieof2010
6599;6599;Please Stand By;
6600;6600;Pledge;
6601;6601;Plimpton! Starring George Plimpton as Himself;
6602;6602;Plot for Peace;
6603;6603;Plus One;
6604;6604;Poetry;#7BestMovieof2011
6605;6605;Point and Shoot;
6606;6606;Point Blank;#78BestMovieof2011
6607;6607;Point Blank;
6608;6608;Point Break;#60MostSharedMovieof2015
6609;6609;Pokémon 3: The Movie;#44MostDiscussedMovieof2001 , #42MostSharedMovieof2001
6610;6610;Pokémon 4: The Movie;#57MostDiscussedMovieof2002
6611;6611;Pokémon Detective Pikachu;#20MostDiscussedMovieof2019 , #11MostSharedMovieof2019
6612;6612;Pokémon Heroes;#76MostDiscussedMovieof2003
6613;6613;Pokémon: The Movie 2000;#30MostDiscussedMovieof2000 , #41MostSharedMovieof2000
6614;6614;Pola X;#75MostSharedMovieof2000
6615;6615;Polar;#45MostDiscussedMovieof2019
6616;6616;Police Beat;
6617;6617;Police Story (1985);#90BestMovieof2018
6618;6618;Police Story 2 (1988);
6619;6619;Police, Adjective;#39BestMovieof2009
6620;6620;Policeman;#64BestMovieof2014
6621;6621;Polina;
6622;6622;Polisse;#81BestMovieof2012
6623;6623;Pollock;#34BestMovieof2000
6624;6624;Poltergeist;#53MostDiscussedMovieof2015
6625;6625;POM Wonderful Presents: The Greatest Movie Ever Sold;
6626;6626;Pompeii;#84MostDiscussedMovieof2014
6627;6627;Poms;
6628;6628;Pontypool;#90MostSharedMovieof2009
6629;6629;Ponyo;#10BestMovieof2009 , #39MostDiscussedMovieof2009 , #52MostSharedMovieof2009
6630;6630;Pooh's Heffalump Movie;
6631;6631;Poolhall Junkies;#77MostDiscussedMovieof2003 , #7MostSharedMovieof2003
6632;6632;Pootie Tang;#70MostSharedMovieof2001
6633;6633;Pop & Me;
6634;6634;Pop Aye;
6635;6635;Pope Francis - A Man of His Word;
6636;6636;Popstar: Never Stop Never Stopping;#83MostDiscussedMovieof2016
6637;6637;Populaire;
6638;6638;Porn Star: The Legend of Ron Jeremy;#46MostSharedMovieof2001
6639;6639;Porn Theater;
6640;6640;Porno;
6641;6641;Port Authority;
6642;6642;Porto;
6643;6643;Portrait of a Lady on Fire;#2BestMovieof2019 , #70MostDiscussedMovieof2019
6644;6644;Portrait of Wally;
6645;6645;Poseidon;#75MostDiscussedMovieof2006
6646;6646;Possession;
6647;6647;Possessor Uncut;
6648;6648;Post Grad;
6649;6649;Post Mortem;
6650;6650;Post Tenebras Lux;
6651;6651;Postal;#98MostDiscussedMovieof2008
6652;6652;Postcards from London;
6653;6653;Poster Boy;
6654;6654;Postman Pat: The Movie;
6655;6655;Postmen in the Mountains;
6656;6656;Potiche;
6657;6657;Power and Terror: Noam Chomsky in Our Times;
6658;6658;Power Trip;#54BestMovieof2003
6659;6659;Praise;#27BestMovieof2000
6660;6660;Pray Away;
6661;6661;Pray the Devil Back to Hell;#49BestMovieof2008
6662;6662;Prayers for the Stolen;#83BestMovieof2021
6663;6663;Praying with Lior;
6664;6664;Precious: Based on the Novel 'Push' by Sapphire;#50BestMovieof2009 , #59MostDiscussedMovieof2009 , #30MostSharedMovieof2009
6665;6665;Predators;#31MostDiscussedMovieof2010 , #88MostSharedMovieof2010
6666;6666;Predestination;#75MostDiscussedMovieof2015
6667;6667;Premature;
6668;6668;Premature;#54BestMovieof2020
6669;6669;Premium Rush;#79MostDiscussedMovieof2012
6670;6670;Premonition;
6671;6671;Preparations to be Together for an Unknown Period of Time;
6672;6672;Presenting Princess Shaw;#93BestMovieof2016
6673;6673;Preservation;
6674;6674;Pressure Cooker;#96BestMovieof2009
6675;6675;Pretty Persuasion;
6676;6676;Prevenge;
6677;6677;Prey for Rock & Roll;
6678;6678;Price Check;
6679;6679;Price of Glory;
6680;6680;Priceless;#75BestMovieof2008
6681;6681;Pride;
6682;6682;Pride;#61BestMovieof2014
6683;6683;Pride & Prejudice;#20BestMovieof2005 , #13MostDiscussedMovieof2005 , #20MostSharedMovieof2005
6684;6684;Pride and Glory;
6685;6685;Pride and Prejudice and Zombies;
6686;6686;Priest;#65MostDiscussedMovieof2011 , #84MostSharedMovieof2011
6687;6687;Primal;
6688;6688;Prime;#92MostDiscussedMovieof2005 , #17MostSharedMovieof2005
6689;6689;Primer;#46MostDiscussedMovieof2004 , #56MostSharedMovieof2004
6690;6690;Primeval;
6691;6691;Primo Levi's Journey;
6692;6692;Prince;
6693;6693;Prince Avalanche;
6694;6694;Prince of Broadway;
6695;6695;Prince of Persia: The Sands of Time;#19MostDiscussedMovieof2010 , #72MostSharedMovieof2010
6696;6696;Princesa;
6697;6697;Princesas;
6698;6698;Princess Cyd;
6699;6699;Princess Kaiulani;
6700;6700;Prisoner of Paradise;#93BestMovieof2003
6701;6701;Prisoners;#23MostDiscussedMovieof2013 , #35MostSharedMovieof2013
6702;6702;Prisoners of the Ghostland;
6703;6703;Private;#64MostSharedMovieof2005
6704;6704;Private Fears in Public Places;#52BestMovieof2007
6705;6705;Private Life;#50BestMovieof2018
6706;6706;Private Peaceful;
6707;6707;Private Property;#43BestMovieof2007
6708;6708;Private Romeo;
6709;6709;Procession;#9BestMovieof2021
6710;6710;Prodigal Sons;#71BestMovieof2010
6711;6711;Professor Marston & the Wonder Women;
6712;6712;Profile;#2MostSharedMovieof2021
6713;6713;Programming the Nation?;
6714;6714;Project Almanac;#83MostDiscussedMovieof2015
6715;6715;Project Nim;#24BestMovieof2011
6716;6716;Project Power;#42MostDiscussedMovieof2020
6717;6717;Project X;#45MostDiscussedMovieof2012 , #24MostSharedMovieof2012
6718;6718;Prom;#80MostSharedMovieof2011
6719;6719;Prom Night;#89MostDiscussedMovieof2008 , #94MostSharedMovieof2008
6720;6720;Promare;
6721;6721;Prometheus;#4MostDiscussedMovieof2012 , #6MostSharedMovieof2012
6722;6722;Promised Land;
6723;6723;Promises;#29BestMovieof2002
6724;6724;Promising Young Woman;#22MostDiscussedMovieof2020
6725;6725;Proof;
6726;6726;Proof of Life;#96MostDiscussedMovieof2000
6727;6727;Prophet's Prey;
6728;6728;Prospect;
6729;6729;Protagonist;
6730;6730;Protektor;
6731;6731;Proteus;
6732;6732;Protocols of Zion;
6733;6733;Proud Mary;#57MostSharedMovieof2018
6734;6734;Provoked: A True Story;
6735;6735;Proxima;
6736;6736;Proxy;
6737;6737;Psycho Beach Party;
6738;6738;Psychopathia Sexualis;
6739;6739;Psychopaths;
6740;6740;Public Enemies;#29MostDiscussedMovieof2009 , #34MostSharedMovieof2009
6741;6741;Puccini for Beginners;
6742;6742;Puerto Ricans in Paris;
6743;6743;Pulling Strings;
6744;6744;Pulp: A Film About Life, Death & Supermarkets;
6745;6745;Pulse;#91MostSharedMovieof2006
6746;6746;Pulse;
6747;6747;Pump;
6748;6748;Pumpkin;
6749;6749;Punch-Drunk Love;#39BestMovieof2002 , #20MostDiscussedMovieof2002 , #38MostSharedMovieof2002
6750;6750;Punching the Clown;
6751;6751;Puncture;
6752;6752;Punisher: War Zone;#70MostDiscussedMovieof2008 , #97MostSharedMovieof2008
6753;6753;Punks;#59MostSharedMovieof2001
6754;6754;Puppet Master: The Littlest Reich;
6755;6755;Pure;
6756;6756;Purple Butterfly;
6757;6757;Push;#72MostDiscussedMovieof2009 , #65MostSharedMovieof2009
6758;6758;Pusher (2012);
6759;6759;Pusher II: With Blood On My Hands;#44BestMovieof2006
6760;6760;Pusher III: I'm the Angel of Death;#100BestMovieof2006
6761;6761;Puss in Boots;#61MostDiscussedMovieof2011 , #74MostSharedMovieof2011
6762;6762;Pussy Riot: A Punk Prayer;
6763;6763;Putin's Kiss;
6764;6764;Putty Hill;#48BestMovieof2011
6765;6765;Puzzle;
6766;6766;Puzzle;
6767;6767;PVT Chat;
6768;6768;Quality of Life;
6769;6769;Quantum of Solace;#8MostDiscussedMovieof2008 , #42MostSharedMovieof2008
6770;6770;Quarantine;#69MostDiscussedMovieof2008
6771;6771;Quartet;
6772;6772;Queen & Slim;#89MostDiscussedMovieof2019
6773;6773;Queen and Country;
6774;6774;Queen Bees;
6775;6775;Queen of Earth;#93BestMovieof2015
6776;6776;Queen of Hearts;
6777;6777;Queen of Katwe;
6778;6778;Queen of the Damned;#52MostDiscussedMovieof2002 , #68MostSharedMovieof2002
6779;6779;Queen of the Desert;
6780;6780;Queen of the Lot;
6781;6781;Queen of the Sun: What Are the Bees Telling Us?;
6782;6782;Queen to Play;
6783;6783;Queenpins;
6784;6784;Queens;
6785;6785;Queer Japan;
6786;6786;Quest;#13BestMovieof2017
6787;6787;Quid Pro Quo;
6788;6788;Quiet Chaos;
6789;6789;Quill: The Life of a Guide Dog;
6790;6790;Quills;#86BestMovieof2000 , #92MostSharedMovieof2000
6791;6791;Quince Tree of the Sun;#13BestMovieof2000
6792;6792;Quinceañera;#93BestMovieof2006
6793;6793;Quincy;
6794;6794;Quitting;
6795;6795;Quo Vadis, Aida?;#1BestMovieof2021 , #99MostDiscussedMovieof2021
6796;6796;'R Xmas;
6797;6797;R.I.P.D.;#78MostDiscussedMovieof2013
6798;6798;R100;
6799;6799;RA. One;#10MostSharedMovieof2011
6800;6800;Rabbit Hole;#59BestMovieof2010
6801;6801;Rabbit-Proof Fence;#31BestMovieof2002
6802;6802;Rabid;
6803;6803;Rabin, the Last Day;
6804;6804;Race;
6805;6805;Race to Witch Mountain;#99MostSharedMovieof2009
6806;6806;Race You to the Bottom;
6807;6807;Racer and the Jailbird;
6808;6808;Rachel Getting Married;#28BestMovieof2008 , #27MostDiscussedMovieof2008 , #100MostSharedMovieof2008
6809;6809;Racing Dreams;#45BestMovieof2010
6810;6810;Racing Stripes;
6811;6811;Radio;
6812;6812;Radio Unnameable;
6813;6813;Radioactive;
6814;6814;Rafiki;
6815;6815;Rage;
6816;6816;Raiders!: The Story of the Greatest Fan Film Ever Made;
6817;6817;Railroad Tigers;
6818;6818;Rails & Ties;
6819;6819;Rain;#92BestMovieof2002
6820;6820;Rainbow Time;
6821;6821;Raise Hell: The Life & Times of Molly Ivins;
6822;6822;Raise Your Voice;#100MostDiscussedMovieof2004
6823;6823;Raising Bertie;
6824;6824;Raising Helen;
6825;6825;Raising Victor Vargas;#19BestMovieof2003
6826;6826;Raja;#76BestMovieof2004
6827;6827;Ralph Breaks the Internet;#26MostDiscussedMovieof2018
6828;6828;Rambo;#18MostDiscussedMovieof2008 , #14MostSharedMovieof2008
6829;6829;Rambo: Last Blood;#27MostDiscussedMovieof2019
6830;6830;Ramen Heads;
6831;6831;Ramen Shop;
6832;6832;Ramona and Beezus;
6833;6833;Rampage;#45MostDiscussedMovieof2018 , #12MostSharedMovieof2018
6834;6834;Rampart;
6835;6835;Rams;#41BestMovieof2016
6836;6836;Rams;
6837;6837;Rana's Wedding;#88BestMovieof2003
6838;6838;Random Acts of Violence;
6839;6839;Rango;#68BestMovieof2011 , #26MostDiscussedMovieof2011 , #20MostSharedMovieof2011
6840;6840;Rape Me;#22MostSharedMovieof2001
6841;6841;Rapt;
6842;6842;Rapture-Palooza;
6843;6843;Rare Beasts;
6844;6844;Rare Exports: A Christmas Tale;
6845;6845;Rat Film;#49BestMovieof2017
6846;6846;Rat Race;#76MostDiscussedMovieof2001 , #53MostSharedMovieof2001
6847;6847;Ratatouille;#2BestMovieof2007 , #6MostDiscussedMovieof2007 , #9MostSharedMovieof2007
6848;6848;Ratcatcher;#39BestMovieof2000
6849;6849;Ratchet & Clank;#50MostDiscussedMovieof2016
6850;6850;Raw;#66BestMovieof2017 , #96MostDiscussedMovieof2017 , #86MostSharedMovieof2017
6851;6851;Ray;#93BestMovieof2004 , #82MostDiscussedMovieof2004 , #62MostSharedMovieof2004
6852;6852;Ray & Liz;#65BestMovieof2019
6853;6853;Raya and the Last Dragon;#27MostDiscussedMovieof2021
6854;6854;Raze;
6855;6855;RBG;
6856;6856;Reach Me;
6857;6857;Reaching for the Moon;
6858;6858;Read My Lips;#23BestMovieof2002
6859;6859;Ready or Not;#61MostDiscussedMovieof2019
6860;6860;Ready Player One;#8MostDiscussedMovieof2018 , #4MostSharedMovieof2018
6861;6861;Ready to Rumble;#87MostDiscussedMovieof2000
6862;6862;Real Steel;#44MostDiscussedMovieof2011 , #51MostSharedMovieof2011
6863;6863;Real Women Have Curves;#91BestMovieof2002
6864;6864;Reality;
6865;6865;Reality;#87BestMovieof2013
6866;6866;Realive;
6867;6867;Rebecca;
6868;6868;Rebel in the Rye;
6869;6869;Rebels with a Cause;
6870;6870;Rebirth;#58BestMovieof2011
6871;6871;Rebound;
6872;6872;Rebuilding Paradise;
6873;6873;Recess: School's Out;
6874;6874;Reclaim;
6875;6875;Reconstruction;
6876;6876;Recorder: The Marion Stokes Project;
6877;6877;RED;#52MostDiscussedMovieof2010 , #34MostSharedMovieof2010
6878;6878;Red;
6879;6879;RED 2;#86MostSharedMovieof2013
6880;6880;Red Army;#36BestMovieof2014
6881;6881;Red Cliff;#84BestMovieof2009
6882;6882;Red Dawn;#66MostDiscussedMovieof2012 , #74MostSharedMovieof2012
6883;6883;Red Doors;
6884;6884;Red Dragon;#40MostDiscussedMovieof2002 , #62MostSharedMovieof2002
6885;6885;Red Eye;#36MostDiscussedMovieof2005 , #59MostSharedMovieof2005
6886;6886;Red Flag;
6887;6887;Red Hill;
6888;6888;Red Hook Summer;
6889;6889;Red Joan;#41MostSharedMovieof2019
6890;6890;Red Knot;
6891;6891;Red Lights;#75BestMovieof2004
6892;6892;Red Lights;
6893;6893;Red Notice;#28MostDiscussedMovieof2021
6894;6894;Red Obsession;
6895;6895;Red Penguins;
6896;6896;Red Planet;#27MostDiscussedMovieof2000 , #7MostSharedMovieof2000
6897;6897;Red Riding Hood;#90MostDiscussedMovieof2011
6898;6898;Red Riding Trilogy;#54BestMovieof2009
6899;6899;Red Road;#79BestMovieof2007
6900;6900;Red Rocket;
6901;6901;Red Roses and Petrol;
6902;6902;Red Satin;#76BestMovieof2002
6903;6903;Red Sparrow;#35MostDiscussedMovieof2018 , #18MostSharedMovieof2018
6904;6904;Red State;#100MostSharedMovieof2011
6905;6905;Red Tails;#92MostDiscussedMovieof2012
6906;6906;Red Trousers: The Life of the Hong Kong Stuntmen;
6907;6907;Redacted;
6908;6908;Redbelt;#98BestMovieof2008
6909;6909;Redemption;
6910;6910;Redline;
6911;6911;Reel Injun;
6912;6912;Reel Paradise;
6913;6913;Regression;
6914;6914;Regular Lovers;#57BestMovieof2007
6915;6915;Reign of Fire;#77MostDiscussedMovieof2002 , #71MostSharedMovieof2002
6916;6916;Reign Over Me;#84MostDiscussedMovieof2007
6917;6917;Reincarnated;
6918;6918;Reindeer Games;#88MostSharedMovieof2000
6919;6919;Rejoice and Shout;#98BestMovieof2011
6920;6920;Relaxer;#45BestMovieof2019
6921;6921;Relic;#99BestMovieof2020
6922;6922;Religulous;#50MostDiscussedMovieof2008
6923;6923;Remember;
6924;6924;Remember Me;#56MostDiscussedMovieof2010 , #20MostSharedMovieof2010
6925;6925;Remember Me, My Love;
6926;6926;Remember the Titans;#29MostDiscussedMovieof2000 , #27MostSharedMovieof2000
6927;6927;Rememory;
6928;6928;Reminiscence;#73MostDiscussedMovieof2021
6929;6929;Remote Area Medical;
6930;6930;Renaissance;
6931;6931;Rendition;
6932;6932;Reno 911!: Miami;
6933;6933;Reno: Rebel Without a Pause;
6934;6934;Renoir;
6935;6935;Rent;#25MostDiscussedMovieof2005 , #100MostSharedMovieof2005
6936;6936;Rent-A-Pal;
6937;6937;Replicas;
6938;6938;Repo Men;
6939;6939;Repo! The Genetic Opera;#62MostDiscussedMovieof2008
6940;6940;Reprisal;
6941;6941;Reprise;#43BestMovieof2008
6942;6942;Requiem;#29BestMovieof2006
6943;6943;Requiem for a Dream;#2MostDiscussedMovieof2000 , #5MostSharedMovieof2000
6944;6944;Rescue Dawn;#50BestMovieof2007 , #98MostDiscussedMovieof2007 , #55MostSharedMovieof2007
6945;6945;Reservation Road;
6946;6946;Reset;
6947;6947;Resident Evil;#8MostDiscussedMovieof2002 , #26MostSharedMovieof2002
6948;6948;Resident Evil: Afterlife;#34MostDiscussedMovieof2010
6949;6949;Resident Evil: Apocalypse;#26MostDiscussedMovieof2004 , #97MostSharedMovieof2004
6950;6950;Resident Evil: Extinction;#56MostDiscussedMovieof2007 , #99MostSharedMovieof2007
6951;6951;Resident Evil: Retribution;#39MostDiscussedMovieof2012 , #37MostSharedMovieof2012
6952;6952;Resident Evil: The Final Chapter;#57MostDiscussedMovieof2017 , #47MostSharedMovieof2017
6953;6953;Resident Evil: Welcome to Raccoon City;#23MostDiscussedMovieof2021
6954;6954;Residue;#43BestMovieof2020
6955;6955;Resistance;
6956;6956;Respect;#86MostDiscussedMovieof2021
6957;6957;Restaurant;
6958;6958;Restless;
6959;6959;Restless;
6960;6960;Restless City;
6961;6961;Restless Creature: Wendy Whelan;#15BestMovieof2017
6962;6962;Restrepo;#16BestMovieof2010 , #89MostSharedMovieof2010
6963;6963;Results;#84MostSharedMovieof2015
6964;6964;Resurrect Dead: The Mystery of the Toynbee Tiles;
6965;6965;Resurrecting the Champ;
6966;6966;Retaliation;
6967;6967;Return;
6968;6968;Return to Me;
6969;6969;Return to Never Land;
6970;6970;Return to Nuke 'Em High Volume 1;
6971;6971;Return to Sender;
6972;6972;Returner;
6973;6973;Returning Mickey Stern;
6974;6974;Reuniting the Rubins;
6975;6975;Revanche;#16BestMovieof2009
6976;6976;Revenge;#66BestMovieof2018 , #79MostDiscussedMovieof2018 , #56MostSharedMovieof2018
6977;6977;Revenge of the Electric Car;
6978;6978;Revenge of the Green Dragons;
6979;6979;Revenge of the Mekons;#78BestMovieof2014
6980;6980;Revoloution;
6981;6981;Revolution #9;
6982;6982;Revolution OS;
6983;6983;Revolutionary Road;#94BestMovieof2008 , #56MostDiscussedMovieof2008 , #47MostSharedMovieof2008
6984;6984;Revolver;
6985;6985;Rewind;#17BestMovieof2020 , #14MostSharedMovieof2020
6986;6986;Reykjavík;
6987;6987;Rhinoceros Eyes;
6988;6988;Rich Hill;
6989;6989;Richard Garriott: Man on a Mission;
6990;6990;Richard Jewell;#95MostDiscussedMovieof2019
6991;6991;Richard Linklater: Dream Is Destiny;
6992;6992;Rick;
6993;6993;Ricki and the Flash;
6994;6994;Ricky;
6995;6995;Rid of Me;
